q,method,fdp,end_to_end_power,discoveries,delay_days,seed
0.15,SAFE-ALPHA,0,0.75,12,712.25,315999
0.15,Matched terminal weighted e-BH,0,0.6875,11,1182.63636364,315999
0.175,SAFE-ALPHA,0,0.75,12,693.916666667,315999
0.175,Matched terminal weighted e-BH,0,0.75,12,1176.5,315999
0.2,SAFE-ALPHA,0,0.75,12,676.833333333,315999
0.2,Matched terminal weighted e-BH,0,0.75,12,1176.5,315999
0.01,SAFE-ALPHA,0,0.0625,1,806,316000
0.01,Matched terminal weighted e-BH,0,0.0625,1,1214,316000
0.025,SAFE-ALPHA,0,0.3125,5,908,316000
0.025,Matched terminal weighted e-BH,0,0.125,2,1229,316000
0.05,SAFE-ALPHA,0,0.5,8,827.625,316000
0.05,Matched terminal weighted e-BH,0,0.375,6,1194,316000
0.075,SAFE-ALPHA,0,0.625,10,837.1,316000
0.075,Matched terminal weighted e-BH,0,0.625,10,1187,316000
0.1,SAFE-ALPHA,0,0.6875,11,829.181818182,316000
0.1,Matched terminal weighted e-BH,0,0.6875,11,1177.18181818,316000
0.125,SAFE-ALPHA,0,0.75,12,791.833333333,316000
0.125,Matched terminal weighted e-BH,0,0.6875,11,1177.18181818,316000
0.15,SAFE-ALPHA,0,0.75,12,771,316000
0.15,Matched terminal weighted e-BH,0,0.75,12,1170.25,316000
0.175,SAFE-ALPHA,0,0.75,12,716.833333333,316000
0.175,Matched terminal weighted e-BH,0,0.75,12,1170.25,316000
0.2,SAFE-ALPHA,0,0.75,12,710.583333333,316000
0.2,Matched terminal weighted e-BH,0,0.75,12,1170.25,316000
0.01,SAFE-ALPHA,0,0.3125,5,895,316001
0.01,Matched terminal weighted e-BH,0,0.25,4,1161.5,316001
0.025,SAFE-ALPHA,0,0.4375,7,981,316001
0.025,Matched terminal weighted e-BH,0,0.4375,7,1196.85714286,316001
0.05,SAFE-ALPHA,0,0.4375,7,853.857142857,316001
0.05,Matched terminal weighted e-BH,0,0.4375,7,1196.85714286,316001
0.075,SAFE-ALPHA,0,0.4375,7,756,316001
0.075,Matched terminal weighted e-BH,0,0.4375,7,1196.85714286,316001
0.1,SAFE-ALPHA,0,0.5,8,786,316001
0.1,Matched terminal weighted e-BH,0,0.5,8,1184,316001
0.125,SAFE-ALPHA,0,0.5625,9,703.777777778,316001
0.125,Matched terminal weighted e-BH,0,0.5,8,1184,316001
0.15,SAFE-ALPHA,0,0.6875,11,735.090909091,316001
0.15,Matched terminal weighted e-BH,0,0.5625,9,1185.66666667,316001
0.175,SAFE-ALPHA,0,0.6875,11,691.454545455,316001
0.175,Matched terminal weighted e-BH,0,0.6875,11,1170.36363636,316001
0.2,SAFE-ALPHA,0,0.875,14,730.142857143,316001
0.2,Matched terminal weighted e-BH,0,0.6875,11,1170.36363636,316001
0.01,SAFE-ALPHA,0,0.0625,1,651,316002
0.01,Matched terminal weighted e-BH,0,0,0,,316002
0.025,SAFE-ALPHA,0,0.0625,1,601,316002
0.025,Matched terminal weighted e-BH,0,0.0625,1,1229,316002
0.05,SAFE-ALPHA,0,0.125,2,873.5,316002
0.05,Matched terminal weighted e-BH,0,0.0625,1,1229,316002
0.075,SAFE-ALPHA,0,0.25,4,958.5,316002
0.075,Matched terminal weighted e-BH,0,0.125,2,1206.5,316002
0.1,SAFE-ALPHA,0,0.625,10,801,316002
0.1,Matched terminal weighted e-BH,0,0.25,4,1161.5,316002
0.125,SAFE-ALPHA,0,0.75,12,725.166666667,316002
0.125,Matched terminal weighted e-BH,0,0.25,4,1161.5,316002
0.15,SAFE-ALPHA,0,0.75,12,717.666666667,316002
0.15,Matched terminal weighted e-BH,0,0.25,4,1161.5,316002
0.175,SAFE-ALPHA,0,0.75,12,703.083333333,316002
0.175,Matched terminal weighted e-BH,0,0.25,4,1161.5,316002
0.2,SAFE-ALPHA,0,0.75,12,680.166666667,316002
0.2,Matched terminal weighted e-BH,0,0.3125,5,1169,316002
0.01,SAFE-ALPHA,0,0,0,,316003
0.01,Matched terminal weighted e-BH,0,0,0,,316003
0.025,SAFE-ALPHA,0,0,0,,316003
0.025,Matched terminal weighted e-BH,0,0,0,,316003
0.05,SAFE-ALPHA,0,0,0,,316003
0.05,Matched terminal weighted e-BH,0,0,0,,316003
0.075,SAFE-ALPHA,0,0,0,,316003
0.075,Matched terminal weighted e-BH,0,0,0,,316003
0.1,SAFE-ALPHA,0,0,0,,316003
0.1,Matched terminal weighted e-BH,0,0,0,,316003
0.125,SAFE-ALPHA,0,0.1875,3,421,316003
0.125,Matched terminal weighted e-BH,0,0,0,,316003
0.15,SAFE-ALPHA,0,0.1875,3,416,316003
0.15,Matched terminal weighted e-BH,0,0,0,,316003
0.175,SAFE-ALPHA,0,0.1875,3,357.666666667,316003
0.175,Matched terminal weighted e-BH,0,0,0,,316003
0.2,SAFE-ALPHA,0,0.1875,3,357.666666667,316003
0.2,Matched terminal weighted e-BH,0,0,0,,316003
0.01,SAFE-ALPHA,0,0.375,6,915.166666667,316004
0.01,Matched terminal weighted e-BH,0,0.25,4,1225.25,316004
0.025,SAFE-ALPHA,0,0.4375,7,884.571428571,316004
0.025,Matched terminal weighted e-BH,0,0.4375,7,1214,316004
0.05,SAFE-ALPHA,0,0.4375,7,808.142857143,316004
0.05,Matched terminal weighted e-BH,0,0.4375,7,1214,316004
0.075,SAFE-ALPHA,0,0.5,8,807.25,316004
0.075,Matched terminal weighted e-BH,0,0.5,8,1202.75,316004
0.1,SAFE-ALPHA,0,0.5625,9,804.333333333,316004
0.1,Matched terminal weighted e-BH,0,0.5625,9,1195.66666667,316004
0.125,SAFE-ALPHA,0,0.5625,9,792.666666667,316004
0.125,Matched terminal weighted e-BH,0,0.5625,9,1195.66666667,316004
0.15,SAFE-ALPHA,0,0.5625,9,787.111111111,316004
0.15,Matched terminal weighted e-BH,0,0.5625,9,1195.66666667,316004
0.175,SAFE-ALPHA,0,0.625,10,756.5,316004
0.175,Matched terminal weighted e-BH,0,0.5625,9,1195.66666667,316004
0.2,SAFE-ALPHA,0,0.625,10,727.5,316004
0.2,Matched terminal weighted e-BH,0,0.5625,9,1195.66666667,316004
0.01,SAFE-ALPHA,0,0,0,,316005
0.01,Matched terminal weighted e-BH,0,0,0,,316005
0.025,SAFE-ALPHA,0,0,0,,316005
0.025,Matched terminal weighted e-BH,0,0,0,,316005
0.05,SAFE-ALPHA,0,0,0,,316005
0.05,Matched terminal weighted e-BH,0,0,0,,316005
0.075,SAFE-ALPHA,0,0,0,,316005
0.075,Matched terminal weighted e-BH,0,0,0,,316005
0.1,SAFE-ALPHA,0,0,0,,316005
0.1,Matched terminal weighted e-BH,0,0,0,,316005
0.125,SAFE-ALPHA,0,0,0,,316005
0.125,Matched terminal weighted e-BH,0,0,0,,316005
0.15,SAFE-ALPHA,0,0,0,,316005
0.15,Matched terminal weighted e-BH,0,0,0,,316005
0.175,SAFE-ALPHA,0,0,0,,316005
0.175,Matched terminal weighted e-BH,0,0,0,,316005
0.2,SAFE-ALPHA,0,0,0,,316005
0.2,Matched terminal weighted e-BH,0,0,0,,316005
0.01,SAFE-ALPHA,0,0.75,12,935.583333333,316006
0.01,Matched terminal weighted e-BH,0,0.75,12,1169,316006
0.025,SAFE-ALPHA,0,0.75,12,789.333333333,316006
0.025,Matched terminal weighted e-BH,0,0.75,12,1169,316006
0.05,SAFE-ALPHA,0,0.875,14,771,316006
0.05,Matched terminal weighted e-BH,0,0.8125,13,1163.23076923,316006
0.075,SAFE-ALPHA,0,0.875,14,729.214285714,316006
0.075,Matched terminal weighted e-BH,0,0.875,14,1156.14285714,316006
0.1,SAFE-ALPHA,0,0.875,14,701.357142857,316006
0.1,Matched terminal weighted e-BH,0,0.875,14,1156.14285714,316006
0.125,SAFE-ALPHA,0,0.875,14,677.071428571,316006
0.125,Matched terminal weighted e-BH,0,0.875,14,1156.14285714,316006
0.15,SAFE-ALPHA,0,0.875,14,653.142857143,316006
0.15,Matched terminal weighted e-BH,0,0.875,14,1156.14285714,316006
0.175,SAFE-ALPHA,0,0.9375,15,649.333333333,316006
0.175,Matched terminal weighted e-BH,0,0.875,14,1156.14285714,316006
0.2,SAFE-ALPHA,0,0.9375,15,641.666666667,316006
0.2,Matched terminal weighted e-BH,0,0.9375,15,1146,316006
0.01,SAFE-ALPHA,0,0,0,,316007
0.01,Matched terminal weighted e-BH,0,0,0,,316007
0.025,SAFE-ALPHA,0,0.0625,1,806,316007
0.025,Matched terminal weighted e-BH,0,0,0,,316007
0.05,SAFE-ALPHA,0,0.0625,1,801,316007
0.05,Matched terminal weighted e-BH,0,0,0,,316007
0.075,SAFE-ALPHA,0,0.0625,1,786,316007
0.075,Matched terminal weighted e-BH,0,0,0,,316007
0.1,SAFE-ALPHA,0,0.0625,1,786,316007
0.1,Matched terminal weighted e-BH,0,0,0,,316007
0.125,SAFE-ALPHA,0,0.0625,1,786,316007
0.125,Matched terminal weighted e-BH,0,0,0,,316007
0.15,SAFE-ALPHA,0,0.0625,1,786,316007
0.15,Matched terminal weighted e-BH,0,0,0,,316007
0.175,SAFE-ALPHA,0,0.125,2,78.5,316007
0.175,Matched terminal weighted e-BH,0,0,0,,316007
0.2,SAFE-ALPHA,0,0.125,2,78.5,316007
0.2,Matched terminal weighted e-BH,0,0,0,,316007
0.01,SAFE-ALPHA,0,0.0625,1,1111,316008
0.01,Matched terminal weighted e-BH,0,0.0625,1,1214,316008
0.025,SAFE-ALPHA,0,0.125,2,1118.5,316008
0.025,Matched terminal weighted e-BH,0,0.125,2,1221.5,316008
0.05,SAFE-ALPHA,0,0.125,2,1108.5,316008
0.05,Matched terminal weighted e-BH,0,0.125,2,1221.5,316008
0.075,SAFE-ALPHA,0,0.1875,3,1097,316008
0.075,Matched terminal weighted e-BH,0,0.1875,3,1234,316008
0.1,SAFE-ALPHA,0,0.1875,3,1082.66666667,316008
0.1,Matched terminal weighted e-BH,0,0.1875,3,1234,316008
0.125,SAFE-ALPHA,0,0.375,6,1071.83333333,316008
0.125,Matched terminal weighted e-BH,0,0.1875,3,1234,316008
0.15,SAFE-ALPHA,0,0.4375,7,1059.57142857,316008
0.15,Matched terminal weighted e-BH,0,0.25,4,1214,316008
0.175,SAFE-ALPHA,0,0.4375,7,921,316008
0.175,Matched terminal weighted e-BH,0,0.4375,7,1173.28571429,316008
0.2,SAFE-ALPHA,0,0.5,8,886.625,316008
0.2,Matched terminal weighted e-BH,0,0.4375,7,1173.28571429,316008
0.01,SAFE-ALPHA,0,0,0,,316009
0.01,Matched terminal weighted e-BH,0,0,0,,316009
0.025,SAFE-ALPHA,0,0.125,2,1136,316009
0.025,Matched terminal weighted e-BH,0,0,0,,316009
0.05,SAFE-ALPHA,0,0.125,2,1096,316009
0.05,Matched terminal weighted e-BH,0,0.125,2,1169,316009
0.075,SAFE-ALPHA,0,0.25,4,894.75,316009
0.075,Matched terminal weighted e-BH,0,0.25,4,1161.5,316009
0.1,SAFE-ALPHA,0,0.5,8,894.75,316009
0.1,Matched terminal weighted e-BH,0,0.25,4,1161.5,316009
0.125,SAFE-ALPHA,0,0.5625,9,863.777777778,316009
0.125,Matched terminal weighted e-BH,0,0.4375,7,1139,316009
0.15,SAFE-ALPHA,0,0.5625,9,846.555555556,316009
0.15,Matched terminal weighted e-BH,0,0.4375,7,1139,316009
0.175,SAFE-ALPHA,0,0.5625,9,833.777777778,316009
0.175,Matched terminal weighted e-BH,0,0.5625,9,1155.66666667,316009
0.2,SAFE-ALPHA,0,0.5625,9,812.666666667,316009
0.2,Matched terminal weighted e-BH,0,0.5625,9,1155.66666667,316009
0.01,SAFE-ALPHA,0,0.25,4,919.75,316010
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316010
0.025,SAFE-ALPHA,0,0.625,10,999,316010
0.025,Matched terminal weighted e-BH,0,0.375,6,1191.5,316010
0.05,SAFE-ALPHA,0,0.625,10,960,316010
0.05,Matched terminal weighted e-BH,0,0.5625,9,1187.33333333,316010
0.075,SAFE-ALPHA,0,0.625,10,916.5,316010
0.075,Matched terminal weighted e-BH,0,0.625,10,1178,316010
0.1,SAFE-ALPHA,0,0.625,10,734.5,316010
0.1,Matched terminal weighted e-BH,0,0.625,10,1178,316010
0.125,SAFE-ALPHA,0,0.6875,11,671,316010
0.125,Matched terminal weighted e-BH,0,0.625,10,1178,316010
0.15,SAFE-ALPHA,0,0.6875,11,626,316010
0.15,Matched terminal weighted e-BH,0,0.625,10,1178,316010
0.175,SAFE-ALPHA,0,0.6875,11,611.454545455,316010
0.175,Matched terminal weighted e-BH,0,0.625,10,1178,316010
0.2,SAFE-ALPHA,0,0.6875,11,586.909090909,316010
0.2,Matched terminal weighted e-BH,0,0.625,10,1178,316010
0.01,SAFE-ALPHA,0,0.875,14,481.714285714,316011
0.01,Matched terminal weighted e-BH,0,0.75,12,1170.25,316011
0.025,SAFE-ALPHA,0,0.9375,15,399,316011
0.025,Matched terminal weighted e-BH,0,0.8125,13,1160.92307692,316011
0.05,SAFE-ALPHA,0,1,16,376.9375,316011
0.05,Matched terminal weighted e-BH,0,0.9375,15,1142,316011
0.075,SAFE-ALPHA,0,1,16,326.625,316011
0.075,Matched terminal weighted e-BH,0,1,16,1131.5,316011
0.1,SAFE-ALPHA,0,1,16,306.9375,316011
0.1,Matched terminal weighted e-BH,0,1,16,1131.5,316011
0.125,SAFE-ALPHA,0,1,16,282.25,316011
0.125,Matched terminal weighted e-BH,0,1,16,1131.5,316011
0.15,SAFE-ALPHA,0,1,16,275.0625,316011
0.15,Matched terminal weighted e-BH,0,1,16,1131.5,316011
0.175,SAFE-ALPHA,0,1,16,266.9375,316011
0.175,Matched terminal weighted e-BH,0,1,16,1131.5,316011
0.2,SAFE-ALPHA,0,1,16,262.5625,316011
0.2,Matched terminal weighted e-BH,0,1,16,1131.5,316011
0.01,SAFE-ALPHA,0,0.1875,3,746,316012
0.01,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.025,SAFE-ALPHA,0,0.1875,3,672.666666667,316012
0.025,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.05,SAFE-ALPHA,0,0.25,4,646,316012
0.05,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.075,SAFE-ALPHA,0,0.25,4,636,316012
0.075,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.1,SAFE-ALPHA,0,0.25,4,617.25,316012
0.1,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.125,SAFE-ALPHA,0,0.25,4,603.5,316012
0.125,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.15,SAFE-ALPHA,0,0.25,4,592.25,316012
0.15,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.175,SAFE-ALPHA,0,0.25,4,589.75,316012
0.175,Matched terminal weighted e-BH,0,0.0625,1,1244,316012
0.2,SAFE-ALPHA,0,0.25,4,579.75,316012
0.2,Matched terminal weighted e-BH,0,0.1875,3,1194,316012
0.01,SAFE-ALPHA,0,0.0625,1,1196,316013
0.01,Matched terminal weighted e-BH,0,0.0625,1,1199,316013
0.025,SAFE-ALPHA,0,0.0625,1,946,316013
0.025,Matched terminal weighted e-BH,0,0.0625,1,1199,316013
0.05,SAFE-ALPHA,0,0.0625,1,936,316013
0.05,Matched terminal weighted e-BH,0,0.0625,1,1199,316013
0.075,SAFE-ALPHA,0,0.125,2,478.5,316013
0.075,Matched terminal weighted e-BH,0,0.0625,1,1199,316013
0.1,SAFE-ALPHA,0,0.1875,3,691,316013
0.1,Matched terminal weighted e-BH,0,0.125,2,1229,316013
0.125,SAFE-ALPHA,0,0.3125,5,639,316013
0.125,Matched terminal weighted e-BH,0,0.125,2,1229,316013
0.15,SAFE-ALPHA,0,0.3125,5,627,316013
0.15,Matched terminal weighted e-BH,0,0.25,4,1184,316013
0.175,SAFE-ALPHA,0,0.3125,5,615,316013
0.175,Matched terminal weighted e-BH,0,0.25,4,1184,316013
0.2,SAFE-ALPHA,0,0.3125,5,614,316013
0.2,Matched terminal weighted e-BH,0,0.25,4,1184,316013
0.01,SAFE-ALPHA,0,0.3125,5,755,316014
0.01,Matched terminal weighted e-BH,0,0.25,4,1221.5,316014
0.025,SAFE-ALPHA,0,0.4375,7,733.857142857,316014
0.025,Matched terminal weighted e-BH,0,0.3125,5,1199,316014
0.05,SAFE-ALPHA,0,0.6875,11,666.454545455,316014
0.05,Matched terminal weighted e-BH,0,0.3125,5,1199,316014
0.075,SAFE-ALPHA,0,0.6875,11,624.636363636,316014
0.075,Matched terminal weighted e-BH,0,0.3125,5,1199,316014
0.1,SAFE-ALPHA,0,0.75,12,660.166666667,316014
0.1,Matched terminal weighted e-BH,0,0.3125,5,1199,316014
0.125,SAFE-ALPHA,0,0.75,12,645.166666667,316014
0.125,Matched terminal weighted e-BH,0,0.375,6,1199,316014
0.15,SAFE-ALPHA,0,0.8125,13,666,316014
0.15,Matched terminal weighted e-BH,0,0.5,8,1170.875,316014
0.175,SAFE-ALPHA,0,0.8125,13,645.615384615,316014
0.175,Matched terminal weighted e-BH,0,0.5,8,1170.875,316014
0.2,SAFE-ALPHA,0,0.8125,13,630.230769231,316014
0.2,Matched terminal weighted e-BH,0,0.5,8,1170.875,316014
0.01,SAFE-ALPHA,0,0.25,4,764.75,316015
0.01,Matched terminal weighted e-BH,0,0.1875,3,1204,316015
0.025,SAFE-ALPHA,0,0.375,6,888.666666667,316015
0.025,Matched terminal weighted e-BH,0,0.1875,3,1204,316015
0.05,SAFE-ALPHA,0,0.4375,7,891,316015
0.05,Matched terminal weighted e-BH,0,0.3125,5,1205,316015
0.075,SAFE-ALPHA,0,0.4375,7,794.571428571,316015
0.075,Matched terminal weighted e-BH,0,0.375,6,1191.5,316015
0.1,SAFE-ALPHA,0,0.4375,7,779.571428571,316015
0.1,Matched terminal weighted e-BH,0,0.4375,7,1201.14285714,316015
0.125,SAFE-ALPHA,0,0.625,10,861.5,316015
0.125,Matched terminal weighted e-BH,0,0.625,10,1187,316015
0.15,SAFE-ALPHA,0,0.625,10,802.5,316015
0.15,Matched terminal weighted e-BH,0,0.625,10,1187,316015
0.175,SAFE-ALPHA,0,0.625,10,754.5,316015
0.175,Matched terminal weighted e-BH,0,0.625,10,1187,316015
0.2,SAFE-ALPHA,0,0.625,10,741,316015
0.2,Matched terminal weighted e-BH,0,0.625,10,1187,316015
0.01,SAFE-ALPHA,0,0.6875,11,941.909090909,316016
0.01,Matched terminal weighted e-BH,0,0.6875,11,1154,316016
0.025,SAFE-ALPHA,0,0.875,14,866.214285714,316016
0.025,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.05,SAFE-ALPHA,0,0.875,14,769.571428571,316016
0.05,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.075,SAFE-ALPHA,0,0.875,14,696.357142857,316016
0.075,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.1,SAFE-ALPHA,0,0.875,14,643.857142857,316016
0.1,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.125,SAFE-ALPHA,0,0.875,14,619.571428571,316016
0.125,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.15,SAFE-ALPHA,0,0.875,14,591.714285714,316016
0.15,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.175,SAFE-ALPHA,0,0.875,14,581,316016
0.175,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.2,SAFE-ALPHA,0,0.875,14,530.285714286,316016
0.2,Matched terminal weighted e-BH,0,0.875,14,1160.42857143,316016
0.01,SAFE-ALPHA,0,0.125,2,991,316017
0.01,Matched terminal weighted e-BH,0,0.125,2,1251.5,316017
0.025,SAFE-ALPHA,0,0.125,2,691,316017
0.025,Matched terminal weighted e-BH,0,0.125,2,1251.5,316017
0.05,SAFE-ALPHA,0,0.1875,3,747.666666667,316017
0.05,Matched terminal weighted e-BH,0,0.125,2,1251.5,316017
0.075,SAFE-ALPHA,0,0.1875,3,731,316017
0.075,Matched terminal weighted e-BH,0,0.1875,3,1214,316017
0.1,SAFE-ALPHA,0,0.3125,5,826,316017
0.1,Matched terminal weighted e-BH,0,0.1875,3,1214,316017
0.125,SAFE-ALPHA,0,0.375,6,836,316017
0.125,Matched terminal weighted e-BH,0,0.1875,3,1214,316017
0.15,SAFE-ALPHA,0,0.4375,7,765.285714286,316017
0.15,Matched terminal weighted e-BH,0,0.1875,3,1214,316017
0.175,SAFE-ALPHA,0,0.4375,7,750.285714286,316017
0.175,Matched terminal weighted e-BH,0,0.25,4,1191.5,316017
0.2,SAFE-ALPHA,0,0.5,8,786,316017
0.2,Matched terminal weighted e-BH,0,0.25,4,1191.5,316017
0.01,SAFE-ALPHA,0,0.0625,1,781,316018
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,316018
0.025,SAFE-ALPHA,0,0.0625,1,756,316018
0.025,Matched terminal weighted e-BH,0,0.0625,1,1259,316018
0.05,SAFE-ALPHA,0,0.3125,5,989,316018
0.05,Matched terminal weighted e-BH,0,0.0625,1,1259,316018
0.075,SAFE-ALPHA,0,0.5,8,988.5,316018
0.075,Matched terminal weighted e-BH,0,0.0625,1,1259,316018
0.1,SAFE-ALPHA,0,0.5,8,948.5,316018
0.1,Matched terminal weighted e-BH,0,0.0625,1,1259,316018
0.125,SAFE-ALPHA,0,0.5,8,941,316018
0.125,Matched terminal weighted e-BH,0,0.0625,1,1259,316018
0.15,SAFE-ALPHA,0,0.5,8,924.75,316018
0.15,Matched terminal weighted e-BH,0,0.4375,7,1203.28571429,316018
0.175,SAFE-ALPHA,0,0.5,8,909.125,316018
0.175,Matched terminal weighted e-BH,0,0.4375,7,1203.28571429,316018
0.2,SAFE-ALPHA,0,0.5625,9,908.777777778,316018
0.2,Matched terminal weighted e-BH,0,0.4375,7,1203.28571429,316018
0.01,SAFE-ALPHA,0,0,0,,316019
0.01,Matched terminal weighted e-BH,0,0,0,,316019
0.025,SAFE-ALPHA,0,0,0,,316019
0.025,Matched terminal weighted e-BH,0,0,0,,316019
0.05,SAFE-ALPHA,0,0,0,,316019
0.05,Matched terminal weighted e-BH,0,0,0,,316019
0.075,SAFE-ALPHA,0,0.125,2,701,316019
0.075,Matched terminal weighted e-BH,0,0,0,,316019
0.1,SAFE-ALPHA,0,0.125,2,681,316019
0.1,Matched terminal weighted e-BH,0,0,0,,316019
0.125,SAFE-ALPHA,0,0.125,2,668.5,316019
0.125,Matched terminal weighted e-BH,0,0,0,,316019
0.15,SAFE-ALPHA,0,0.125,2,663.5,316019
0.15,Matched terminal weighted e-BH,0,0,0,,316019
0.175,SAFE-ALPHA,0,0.125,2,651,316019
0.175,Matched terminal weighted e-BH,0,0,0,,316019
0.2,SAFE-ALPHA,0,0.125,2,643.5,316019
0.2,Matched terminal weighted e-BH,0,0,0,,316019
0.01,SAFE-ALPHA,0,0.625,10,871,316020
0.01,Matched terminal weighted e-BH,0,0.625,10,1170.5,316020
0.025,SAFE-ALPHA,0,0.8125,13,783.692307692,316020
0.025,Matched terminal weighted e-BH,0,0.8125,13,1156.30769231,316020
0.05,SAFE-ALPHA,0,0.8125,13,662.153846154,316020
0.05,Matched terminal weighted e-BH,0,0.8125,13,1156.30769231,316020
0.075,SAFE-ALPHA,0,0.875,14,568,316020
0.075,Matched terminal weighted e-BH,0,0.875,14,1145.42857143,316020
0.1,SAFE-ALPHA,0,0.9375,15,544.666666667,316020
0.1,Matched terminal weighted e-BH,0,0.9375,15,1142,316020
0.125,SAFE-ALPHA,0,0.9375,15,513,316020
0.125,Matched terminal weighted e-BH,0,0.9375,15,1142,316020
0.15,SAFE-ALPHA,0,0.9375,15,476.333333333,316020
0.15,Matched terminal weighted e-BH,0,0.9375,15,1142,316020
0.175,SAFE-ALPHA,0,1,16,450.6875,316020
0.175,Matched terminal weighted e-BH,0,0.9375,15,1142,316020
0.2,SAFE-ALPHA,0,1,16,439.75,316020
0.2,Matched terminal weighted e-BH,0,0.9375,15,1142,316020
0.01,SAFE-ALPHA,0,0.1875,3,979.333333333,316021
0.01,Matched terminal weighted e-BH,0,0.1875,3,1179,316021
0.025,SAFE-ALPHA,0,0.25,4,696,316021
0.025,Matched terminal weighted e-BH,0,0.1875,3,1179,316021
0.05,SAFE-ALPHA,0,0.3125,5,741,316021
0.05,Matched terminal weighted e-BH,0,0.1875,3,1179,316021
0.075,SAFE-ALPHA,0,0.3125,5,671,316021
0.075,Matched terminal weighted e-BH,0,0.3125,5,1193,316021
0.1,SAFE-ALPHA,0,0.4375,7,787.571428571,316021
0.1,Matched terminal weighted e-BH,0,0.4375,7,1184,316021
0.125,SAFE-ALPHA,0,0.4375,7,764.714285714,316021
0.125,Matched terminal weighted e-BH,0,0.4375,7,1184,316021
0.15,SAFE-ALPHA,0,0.4375,7,745.285714286,316021
0.15,Matched terminal weighted e-BH,0,0.4375,7,1184,316021
0.175,SAFE-ALPHA,0,0.4375,7,679.571428571,316021
0.175,Matched terminal weighted e-BH,0,0.4375,7,1184,316021
0.2,SAFE-ALPHA,0,0.4375,7,655.285714286,316021
0.2,Matched terminal weighted e-BH,0,0.4375,7,1184,316021
0.01,SAFE-ALPHA,0,0.0625,1,821,316022
0.01,Matched terminal weighted e-BH,0,0,0,,316022
0.025,SAFE-ALPHA,0,0.0625,1,796,316022
0.025,Matched terminal weighted e-BH,0,0,0,,316022
0.05,SAFE-ALPHA,0,0.0625,1,776,316022
0.05,Matched terminal weighted e-BH,0,0,0,,316022
0.075,SAFE-ALPHA,0,0.25,4,944.75,316022
0.075,Matched terminal weighted e-BH,0,0.25,4,1161.5,316022
0.1,SAFE-ALPHA,0,0.375,6,927,316022
0.1,Matched terminal weighted e-BH,0,0.375,6,1139,316022
0.125,SAFE-ALPHA,0,0.5625,9,986.666666667,316022
0.125,Matched terminal weighted e-BH,0,0.5625,9,1164,316022
0.15,SAFE-ALPHA,0,0.5625,9,964.333333333,316022
0.15,Matched terminal weighted e-BH,0,0.5625,9,1164,316022
0.175,SAFE-ALPHA,0,0.5625,9,959.333333333,316022
0.175,Matched terminal weighted e-BH,0,0.5625,9,1164,316022
0.2,SAFE-ALPHA,0,0.625,10,895,316022
0.2,Matched terminal weighted e-BH,0,0.5625,9,1164,316022
0.01,SAFE-ALPHA,0,0.375,6,823.5,316023
0.01,Matched terminal weighted e-BH,0,0.25,4,1202.75,316023
0.025,SAFE-ALPHA,0,0.5,8,749.75,316023
0.025,Matched terminal weighted e-BH,0,0.25,4,1202.75,316023
0.05,SAFE-ALPHA,0,0.625,10,693.5,316023
0.05,Matched terminal weighted e-BH,0,0.25,4,1202.75,316023
0.075,SAFE-ALPHA,0,0.6875,11,636.909090909,316023
0.075,Matched terminal weighted e-BH,0,0.25,4,1202.75,316023
0.1,SAFE-ALPHA,0,0.6875,11,622.818181818,316023
0.1,Matched terminal weighted e-BH,0,0.375,6,1179,316023
0.125,SAFE-ALPHA,0,0.6875,11,595.090909091,316023
0.125,Matched terminal weighted e-BH,0,0.5,8,1180.25,316023
0.15,SAFE-ALPHA,0,0.6875,11,572.818181818,316023
0.15,Matched terminal weighted e-BH,0,0.5,8,1180.25,316023
0.175,SAFE-ALPHA,0,0.6875,11,555.090909091,316023
0.175,Matched terminal weighted e-BH,0,0.5,8,1180.25,316023
0.2,SAFE-ALPHA,0,0.6875,11,530.090909091,316023
0.2,Matched terminal weighted e-BH,0,0.5,8,1180.25,316023
0.01,SAFE-ALPHA,0,0.375,6,1079.33333333,316024
0.01,Matched terminal weighted e-BH,0,0.375,6,1196.5,316024
0.025,SAFE-ALPHA,0,0.375,6,809.333333333,316024
0.025,Matched terminal weighted e-BH,0,0.375,6,1196.5,316024
0.05,SAFE-ALPHA,0,0.4375,7,783.857142857,316024
